,epoch_s,id,original,reconstruct,transfer,blue,transfer_acc,domain_acc,geo_mean,epoch
0,1,0,if she changes her mind this is the first place she will go,"if she took her love she is the last what she could survive
","if she took her love she is the best she made she clothes
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
1,1,1,i never thought that you would be the one to hold my heart,"i never thought that you would be all your love to my girl
","i never thought that you would be all the same to my place
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
2,1,2,oh her eyes her eyes make the stars look like they are not shinin,"oh my love took me make the feeling like the heart are not <unk>
","oh my money no show into the mic but its like they are <unk>
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
3,1,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
4,1,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
5,1,5,every inch of your skin is a holy gray I have got to find,"every hearts of your mirror is a big mans I have got to be yours
","every foot of your car is a big dog got to have to look it
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
6,1,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for me but it for
","then I am willing to wait for it just if it for me for
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
7,1,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am cool and i do not want to talk home
","baby I am baby I am creepin and i do not want to kill home
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
8,1,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the moon in the morning i be yours
","and i swear by the car and the name in the closet we be plannin
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
9,1,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so who can say my foot in you
","and I am a man of I am so i do her in love of
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
10,1,10,but i can not help it that i can not take my eyes off of you,"but i can not give me that i can not take my eyes on all time
","but i can not give it that i can not take my money at all time
",0.15638214285714283,0.5675071428571429,0.9987821428571427,0.2789559051270286,1
0,2,0,if she changes her mind this is the first place she will go,"if she found her mind this is the whole place she could go
","if she were her mind this is the first place she had go
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
1,2,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold the ending
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
2,2,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes take the stars like I is or are <unk>
","oh her eyes her eyes take the book like I is can being <unk>
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
3,2,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so so i should hijack in a things
","and I am a man of yours so so i should count in her eyes
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
4,2,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so so i should hijack in a things
","and I am a man of yours so so i should count in her eyes
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
5,2,5,every inch of your skin is a holy gray I have got to find,"every lover of your skin is a di bitch I has got to find
","every brothers of your hot is a lil cell I got to left it
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
6,2,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it now for me
","then I am willing to wait for it wait for it but for it
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
7,2,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am ready and i do not want to kill replace
","baby I am baby I am ready but i do not want to kill
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
8,2,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky wed be ever
","and i swear by the land and the name in the mornin will a bubble
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
9,2,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so so i should hijack in a things
","and I am a man of yours so so i should count in her eyes
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
10,2,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes on these once
","but i can not help it that i can not get my strength on that eyes
",0.5133321428571429,0.5432035714285715,0.9980928571428572,0.5256543190303175,2
0,3,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the whole place she will go
","if she changes her mind this is the first place she will go
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
1,3,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
2,3,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
3,3,3,and I am a man of expanding so why should i stand in her way,"and I am a man of cowards so why i should be in her way
","and I am a man of temptation so why i should be in her way
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
4,3,4,and I am a man of expanding so why should i stand in her way,"and I am a man of cowards so why i should be in her way
","and I am a man of temptation so why i should be in her way
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
5,3,5,every inch of your skin is a holy gray I have got to find,"every diamonds of your skin is a lil shirt she have got to find
","every inch of your skin is a lil shirt she got to have at
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
6,3,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
7,3,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am waiting and i do not want to play anymore
","baby I am baby I am waiting and i do not want to play anymore
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
8,3,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the box be ill
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
9,3,9,and I am a man of expanding so why should i stand in her way,"and I am a man of cowards so why i should be in her way
","and I am a man of temptation so why i should be in her way
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
10,3,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off and time
",0.6784310344827587,0.4690103448275862,0.9974103448275864,0.5635577841542511,3
0,4,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
1,4,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
2,4,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
3,4,3,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of nana so why should i stand in her way
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
4,4,4,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of nana so why should i stand in her way
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
5,4,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a normal morning I have got to find
","every inch of your skin is a lil uhuh I got going to find
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
6,4,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
7,4,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am waiting and i do not want to play anymore
","baby I am baby I am waiting and i do not want to play anymore
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
8,4,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be yours
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
9,4,9,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of nana so why should i stand in her way
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
10,4,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.7495857142857144,0.4238857142857143,0.9956250000000001,0.5633825952088668,4
0,5,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
1,5,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
2,5,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
3,5,3,and I am a man of expanding so why should i stand in her way,"and I am a man of teaching so why should i stand in her way
","and I am a man of er so why should i stand in her way
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
4,5,4,and I am a man of expanding so why should i stand in her way,"and I am a man of teaching so why should i stand in her way
","and I am a man of er so why should i stand in her way
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
5,5,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a old nope I have got to find
","every inch of your skin is a foot kim I have got to find
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
6,5,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
7,5,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am waiting and i do not want to play anymore
","baby I am baby I am waiting and i do not want to play anymore
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
8,5,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
9,5,9,and I am a man of expanding so why should i stand in her way,"and I am a man of teaching so why should i stand in her way
","and I am a man of er so why should i stand in her way
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
10,5,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.7942,0.3938285714285715,0.9939500000000001,0.5591883753504835,5
0,6,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
1,6,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
2,6,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
3,6,3,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of mine so why should i stand in her way
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
4,6,4,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of mine so why should i stand in her way
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
5,6,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a old morning I have got to find
","every inch of your skin is a old uhh I has got to find
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
6,6,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
7,6,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
8,6,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
9,6,9,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of mine so why should i stand in her way
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
10,6,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8224689655172416,0.3740275862068966,0.9919551724137929,0.5546135528932723,6
0,7,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
1,7,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
2,7,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
3,7,3,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of nana so why should i stand in her way
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
4,7,4,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of nana so why should i stand in her way
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
5,7,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a old yuh I have got to find
","every inch of your skin is a old uhh I has to got find
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
6,7,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
7,7,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
8,7,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
9,7,9,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of nana so why should i stand in her way
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
10,7,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8404821428571427,0.3629071428571429,0.9903892857142856,0.5522705968010758,7
0,8,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
1,8,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
2,8,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
3,8,3,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of mine so why should i stand in her way
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
4,8,4,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of mine so why should i stand in her way
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
5,8,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy yuh I have got to find
","every inch of your skin is a five mic I have got to find
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
6,8,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
7,8,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
8,8,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
9,8,9,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of mine so why should i stand in her way
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
10,8,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes in over you
",0.8528714285714285,0.35275357142857144,0.9901321428571429,0.5484952541846574,8
0,9,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
1,9,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
2,9,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
3,9,3,and I am a man of expanding so why should i stand in her way,"and I am a man of dudes so why should you stand in her way
","and I am a man of dudes so why should you stand in her way
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
4,9,4,and I am a man of expanding so why should i stand in her way,"and I am a man of dudes so why should you stand in her way
","and I am a man of dudes so why should you stand in her way
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
5,9,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy yuh I have got to find
","every inch of your skin is a holy uhh I have got to find
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
6,9,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
7,9,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
8,9,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
9,9,9,and I am a man of expanding so why should i stand in her way,"and I am a man of dudes so why should you stand in her way
","and I am a man of dudes so why should you stand in her way
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
10,9,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8618655172413794,0.34611379310344836,0.9887999999999999,0.5461666329311481,9
0,10,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
1,10,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my heart
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
2,10,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
3,10,3,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of dudes so why should i stand in her way
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
4,10,4,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of dudes so why should i stand in her way
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
5,10,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy yuh I have got to find
","every inch of your skin is a holy uhh I have got to find
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
6,10,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am willing to wait for it wait for it wait for it
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
7,10,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not want to play anymore
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
8,10,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the stars in the sky ill be there
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
9,10,9,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of dudes so why should i stand in her way
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
10,10,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take my eyes off of you
",0.8692535714285714,0.34183214285714286,0.9887857142857143,0.5451004893499677,10
