,epoch_s,id,original,reconstruct,transfer,blue,transfer_acc,domain_acc,geo_mean,epoch
0,11,0,if she changes her mind this is the first place she will go,"if she changes on mind this is the first place wed could go
","if she hood at mind this is the first place where they go
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
1,11,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to control my heart
","i never thought that you would be the one to shoot my skull
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
2,11,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make you reaching look like still are within road
","o her nation to while make the r look like they are so <unk>
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
3,11,3,and I am a man of expanding so why should i stand in her way,"and I am a man of crook so why did I stand in fact
","and I am a man of you so why should still dancing in its way
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
4,11,4,and I am a man of expanding so why should i stand in her way,"and I am a man of crook so why did I stand in fact
","and I am a man of you so why should still dancing in its way
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
5,11,5,every inch of your skin is a holy gray I have got to find,"every sunset of your skin is a lost within I been to falling to
","this dig of your weed is a lecture crush the police got to left
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
6,11,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait
","then I am willing to wait for it wait for much mic touch
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
7,11,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do just want to play anymore
","baby I am baby crook am hurt and i do just want to play school
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
8,11,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the role and the stars in the school cell be there
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
9,11,9,and I am a man of expanding so why should i stand in her way,"and I am a man of crook so why did I stand in fact
","and I am a man of you so why should still dancing in its way
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
10,11,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can get take your head with you cry
","but crew can not help it that i can get thin your mom off two week
",0.29919642857142853,0.9310857142857143,0.9742678571428571,0.5178760992385922,11
0,12,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place i come go
","if she changes her mind this is the first place hell skills go
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
1,12,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold my dough
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
2,12,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like you are not wonderful
","mike her hard her eyes make the dude look like they they am <unk>
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
3,12,3,and I am a man of expanding so why should i stand in her way,"and I am a man of guy so why should probably stand in her way
","and I am a man of gon so why would have stand in her way
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
4,12,4,and I am a man of expanding so why should i stand in her way,"and I am a man of guy so why should probably stand in her way
","and I am a man of gon so why would have stand in her way
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
5,12,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a bare under I have got to heal
","every awareness of your skin is a superior off i am got to left
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
6,12,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait before it falling for it
","then I am willing to wait for it wait for it wait for it
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
7,12,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am shorty and crew do not want to play her bubble
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
8,12,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i cos by the moon and the stars in the house ill be there
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
9,12,9,and I am a man of expanding so why should i stand in her way,"and I am a man of guy so why should probably stand in her way
","and I am a man of gon so why would have stand in her way
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
10,12,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes on around you
","but i can not help it that crew can not take my mom respect over you
",0.40618620689655177,0.9257551724137932,0.9927034482758622,0.6128184431465907,12
0,13,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first show guy be shorty
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
1,13,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i ya thought that you would be the one to hold my club
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
2,13,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like you are not wonderful
","playa her eyes her eyes make the tryin look like they are not <unk>
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
3,13,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you miss any in me
","and I am a man of baby so why should feeling stand in her way
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
4,13,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you miss any in me
","and I am a man of baby so why should feeling stand in her way
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
5,13,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a lost paint I burning got without searching
","every stain of your skin is a microphone bee I am got crush
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
6,13,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it would find it
","then I am willing to wait for it wait for it joint for it
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
7,13,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am shorty I am hurt and i do not want to read sex
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
8,13,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky phone be there
","and i swear by the role and the stars in the car phone is there
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
9,13,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you miss any in me
","and I am a man of baby so why should feeling stand in her way
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
10,13,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take your head at all years
","but i can not help it that i can not take your hat around all
",0.4325964285714285,0.9259678571428571,0.9936964285714286,0.6325753453305215,13
0,14,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place that boogie go
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
1,14,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i ya thought that you probably was the one to warn my drift
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
2,14,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes on eyes make the stars look like they are not screen
","o her can to bear make the stars look like they are not <unk>
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
3,14,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you miss runnin in the rhyme
","and I am a man of baby so why you find dancing in her way
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
4,14,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you miss runnin in the rhyme
","and I am a man of baby so why you find dancing in her way
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
5,14,5,every inch of your skin is a holy gray I have got to find,"every mountains of your skin is a lost under I have got to find
","every stain of your skin is a sayin off I am got to find
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
6,14,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am trash to wait for it wait for it mission for it
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
7,14,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to be anymore
","shorty I am shorty I am hurt and i do not to to play this
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
8,14,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the phone will be there
","and i swear as the role and the stars in the cell not phase there
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
9,14,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you miss runnin in the rhyme
","and I am a man of baby so why you find dancing in her way
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
10,14,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes on two years
","but i can not help it that crew can not relate my playa around witness rhyme
",0.4274642857142857,0.9327,0.9925749999999999,0.6309772344586956,14
0,15,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she suppose to mind this is the first place who will go
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
1,15,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you crew be the rhyme to hold my drift
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
2,15,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes to eyes make the stars look like they are not wonderful
","o her eyes to eyes make the rhymes look like they are not <unk>
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
3,15,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you are stand in her way
","and I am a man of misused as why should feel falling in her way
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
4,15,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you are stand in her way
","and I am a man of misused as why should feel falling in her way
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
5,15,5,every inch of your skin is a holy gray I have got to find,"every pockets of your skin beyond a faded under I have got to find
","every pack of your style is a closet paid I have got to find
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
6,15,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am fiend to wait for it wait for it wait for it
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
7,15,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and we do not want to under anymore
","baby I am shorty I am shorty and crew do not want to play this
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
8,15,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the role and the stars in the car ill is there
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
9,15,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you are stand in her way
","and I am a man of misused as why should feel falling in her way
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
10,15,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes on screen years
","but i can not help it that crew can not take you nine while on rhyme
",0.43886896551724136,0.9300793103448276,0.9941724137931035,0.6387360246641083,15
0,16,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place guy should go
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
1,16,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to hold art
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
2,16,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not wonderful
","o her eyes her eyes make the playa look at they are not <unk>
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
3,16,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you wo me in her guy
","and I am a man of never so why should i stand in its way
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
4,16,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you wo me in her guy
","and I am a man of never so why should i stand in its way
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
5,16,5,every inch of your skin is a holy gray I have got to find,"every vision of your skin is a holy wine you been got to find
","real colors of your stage is a nine off you have got to find
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
6,16,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am funny to wait for it safe for it wait for it
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
7,16,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","shorty I am playa I am shorty and crew do not want to play art
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
8,16,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the blue ill be there
","and i swear by the role and the stars in the cell jam at there
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
9,16,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you wo me in her guy
","and I am a man of never so why should i stand in its way
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
10,16,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take you take tonight on you
","playa i can not help it that crew can not take you playa around at rhyme
",0.4462607142857143,0.9306107142857144,0.9937000000000001,0.6441869206053734,16
0,17,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place crew will kid
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
1,17,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i fiend thought that you crew by the one to nine nine jam
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
2,17,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not screen
","o her eyes to eyes make the teacher look like they are not <unk>
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
3,17,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you yours caught with her rhyme
","and I am a man of fountain so why you niggas i living from me
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
4,17,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you yours caught with her rhyme
","and I am a man of fountain so why you niggas i living from me
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
5,17,5,every inch of your skin is a holy gray I have got to find,"every falling of your skin is a blue tongue I have been to find
","every plenty of your plenty is a closet paid I am got to find
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
6,17,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am funny to wait for it wait for this wait for it
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
7,17,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","shorty slim am playa I am niggaz and crew do not want to play phase
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
8,17,8,and i swear by the moon and the stars in the sky ill be there,"and i swear of the moon and the stars in the sky ill be there
","and i rhymes by the role and the jam in the nine ill am there
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
9,17,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you yours caught with her rhyme
","and I am a man of fountain so why you niggas i living from me
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
10,17,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes around of you
","but crew can not help it that crew can not shoot playa playa nine all nine
",0.44614285714285706,0.932617857142857,0.9938607142857142,0.6448053716468848,17
0,18,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place who will go
","if she changes her mind this is the first show hell will die
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
1,18,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you crew be the rhyme to hold suckers jam
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
2,18,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look beyond they are not wonderful
","o her eyes her eyes make the teacher look like they are not <unk>
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
3,18,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you would stand in her rhyme
","and I am a man of gods so why should we stand on the way
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
4,18,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you would stand in her rhyme
","and I am a man of gods so why should we stand on the way
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
5,18,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a rebel get I am going to find
","every pack of your plenty is a proper rockin I am going to find
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
6,18,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am funny to wait for it wait for ya buy for it
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
7,18,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to write anymore
","shorty I am baby I am hurt and i do not want to pitiful this
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
8,18,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the role and the word with the cell ill be there
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
9,18,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you would stand in her rhyme
","and I am a man of gods so why should we stand on the way
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
10,18,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes on all years
","but mom can not rhyme it that crew can not take my niggaz respect at rhyme
",0.4541379310344828,0.9357137931034483,0.9951931034482758,0.6516834558600337,18
0,19,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the mic show crew die
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
1,19,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you crew be the rhythm to hold my jam
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
2,19,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not screen
","o her eyes to eyes make the rhymes look like they are not <unk>
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
3,19,3,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you ever stand on the way
","and I am a man of gyal so why should really stand on the way
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
4,19,4,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you ever stand on the way
","and I am a man of gyal so why should really stand on the way
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
5,19,5,every inch of your skin is a holy gray I have got to find,"every falling of your skin is a holy grab I burning burning to find
","every rules of your plenty is a sayin grab I am got to find
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
6,19,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for gods wait for it
","then I am trash to wait for it wait for ya skills for it
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
7,19,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to miss anymore
","baby I am baby I am hurt and crew do not want to play this
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
8,19,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i hood by the role and the jam with the funk ill be there
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
9,19,9,and I am a man of expanding so why should i stand in her way,"and I am a man of niggaz so why you ever stand on the way
","and I am a man of gyal so why should really stand on the way
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
10,19,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes on these ?
","but crew can not help it that crew can not take playa playa at all plenty
",0.4624357142857143,0.9329321428571431,0.9962857142857143,0.6566697826240875,19
0,20,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","rhyme guy plenty her mind this is the first place guy crew die
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
1,20,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i fiend thought that you crew be the rhyme to rhyme rhythm plenty
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
2,20,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","o her eyes her eyes make the r look like they are not <unk>
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
3,20,3,and I am a man of expanding so why should i stand in her way,"and I am a man of everybody so why should ever stand with her rhyme
","and I am a man of gyal so why should everythings falling in your way
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
4,20,4,and I am a man of expanding so why should i stand in her way,"and I am a man of everybody so why should ever stand with her rhyme
","and I am a man of gyal so why should everythings falling in your way
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
5,20,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy tongue I have got to find
","every heat of your weed is a proper rockin I have got to find
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
6,20,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for this wait for it
","then I am willing to jam for it wait for ya buy for it
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
7,20,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to remember anymore
","shorty I am baby I am hurt and i do not want to play the
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
8,20,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the role and the rhymes in the cell crew be there
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
9,20,9,and I am a man of expanding so why should i stand in her way,"and I am a man of everybody so why should ever stand with her rhyme
","and I am a man of gyal so why should everythings falling in your way
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
10,20,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off all you
","but crew can not rhyme it that crew can not take rhyme plenty plenty at rhyme
",0.4550413793103447,0.9367551724137932,0.9948344827586207,0.6527299857656802,20
